 name ,category,supplier,subcategory,description,price,expiryDate,quantity,color,size,country,type,style,perc_alcholas,fermentation,aromas,taste,flavors,recommended,features
822,Biéres Artisanales,Chez Alan ,Canette,"L'IPA 822 rend hommage aux premiers jours de brassage et met en valeur le meilleur d'aujourd'hui. Simcoe, Mosaic, Amarillo et Centennial houblon contribuent tous � cette bi�re r_sineuse. Attendez-vous � un bouquet frais d'ar�mes de houblon, avec des notes de citron et de pin moelleux sur le palais, un riche, la bouche de remplissage de malt base et l'amertume lisse. ",5.5,4/4/19,12,Ambr_e,33cl,Anglaise,Northern monk Brew Co.,Imperial IPA,0.087,Fermentation Haut ,"Malts sucr_s, du caramel, de la mangue, des agrumes","Beaucoup de fruits tropicaux m_rs, de mangue, d'ananas, d'amertume, d'_cailles d'orange, bit r_sineux. Apr�s-go_t: amer, sucr_, du caramel, fruits tropicaux, fruits de la passion, r_chauffement de l'alcool, pamplemousse",n.a,n.a,Forte 
Double heathen,Biéres Artisanales,Chez Alan ,Canette,"Double pa�en, double le fun! ",6.6,5/4/19,12,Ambr_e,33cl,Anglaise,Northern monk Brew Co.,Imperial IPA,0.1,Fermentation Haut ,"Tr�s bon ar�me de zeste d'orange coupl_ � l'ar�me de fruits frais au citron et au pamplemousse, avec un contact lactose","Lisse, fruit_, dominant les agrumes et la mangue. Moyen bouquet au palais.",n.a,n.a,Moyenne 
Southern star,Biéres Artisanales,Chez Alan ,Canette,Vanille latte (blanc) porter,3.3,6/4/19,12,Ambr_e,33cl,Anglaise,Northern monk Brew Co.,Spice/Herb/Vegetable,0.059,N.a,L_g�re poussi�re _pic_e,n.a,"Assez doux doux et fruit_ au go_t de vanille avec peu de houblon amertume, � faible carbonatation et une longue finale sucr_e",n.a,Moyenne 
Proteus,Biéres Artisanales,Chez Alan ,Bouteilles,"M_tamorphose India pale ale inspir_e de la s_rie Proteus. Motueka, Amarillo & Citra.",5,7/4/19,12,Ambr_e,33cl,Anglaise,Siren,American IPA,0.069,Fermentation Haut ,Citrus / Fruit_ Terre / �pic_,n.a,n.a,n.a,Moyenne 
Hoppiness       ,Biéres Artisanales,Chez Alan ,Bouteilles,"Ce qui a commenc_ comme un peu de plaisir est rapidement devenu le favori de nombreux fans de Die Hard ALE et est devenu permanent. Probablement mieux d_crit stylistiquement comme un IPA californien, cette bi�re a tous les riches saveurs de malt et de fruits d'un vin d'orge combin_e avec la croustillante Hoppy d'une ale p�le. Et comme dit le mieux par l'un de ses plus grands fans,  ""Hoppiness = bonheur. """,5,8/4/19,12,Blonde,33cl,Anglaise,Moor,India Pale ale ,0.065,Fermentation Haut ,Notes de p�che et de citron,"Tr�s houblonn_e, notes de caramel",n.a,n.a,Moyenne 
Neck oil     ,Biéres Artisanales,Chez Alan ,Canette,"Lanc_ � la mi 2013, en utilisant le nom d'une bi�re Beavertown pr_c_dente. ",4.4,9/4/19,12,Ambr_e,33cl,Anglaise,Beavertown, Session IPA,0.043,Fermentation Haut , D_veloppant d�_tonnants ar�mes houblonn_s,"tr�s vifs et intenses, sur une bouche s�che", cette bi�re fraiche aux accents floraux et � la fine amertume se distingue _galement par une belle longueur. ,n.a,L_g�re
Black betty   ,Biéres Artisanales,Chez Alan ,Canette,"Malt: pale, Caragold, caramel, bl_, Carafa II, Carafa III
Houblon: Magnum, Columbus, Chinook, Citra
BAM-a-Lam! N'en dites pas plus! C'_tait notre premier brassage de Betty, nous l'aimions tous tellement elle a fait dans le noyau de la biﾏre Beaver. Amen. ",5,10/4/19,12,Noire,33cl,Anglaise,Beavertown,Black IPA,0.074,Fermentation Haut ,Les arﾪmes et les saveurs de chocolat noir, Douce et modestement amﾏre en bouche," du malt torr_fi_ et de caramel contraste avec le sucr_ des fruits tropicaux, le pin r_sineux, et de pamplemousse amer apport_s par les houblons",n.a,Moyenne 
Peacher Man Peach and Apricot Wit,Biéres Artisanales,Chez Alan ,Canette,"Peacher Man est de retour en ville pour ""purifier"" vos � mes. Brillant et brumeux comme le miel et les abricots le fruit d_fendu tentera m�me les plus pieux de s'_garer. Apportez ce calice Saint � votre nez et inspirez l'encens doux, enivrant, Saint. Un miasme de yaourt de p�che et de la peau de p�che floue impr�gne, avec des notes de banane et de la vanille TAPI dans l'ombre. Maintenant, pour le Sacrement, sur la langue classique witbier, tous les zestes d'agrumes, d'_pices l_g�res et cr_meux, le bl_ cors_ plomb dans les ch�urs c_lestes de plus de yaourt de p�che, la vanille et les abricots s_ch_s. La b_n_diction finale vient sous la forme d'une fin moelleux, bouche-aqueuse am�re qui vous laissera poss_d_ et parler en langues.",4.4,11/4/19,12,Ambr_e,33cl,Anglaise,Beavertown,Witbier,0.05,n.a,"P�che, pommes cuisin_es et groseilles","Peach, vanille et un peu de peau d'orange",n.a,n.a,Moyenne 
Gamma Ray,Biéres Artisanales,Chez Alan ,Canette," Le concept _tait de cr_er une bi�re juteuse tropicale. Une bi�re, vous pouvez vous asseoir et boire toute la journ_e, enfonc_ avec des malts juteux et d'_normes ar�mes tropicaux de mangue et de pamplemousse. Des additions massives de houblon am_ricain entier de feuille sont ajout_es en nombre toujours croissant � la fin de l'_bullition donnant la saveur _norme de houblon. La bi�re est ensuite s_ch_e saut_ pendant des jours, la conduite des ar�mes de punchy afin que vous puissiez le sentir � des miles de l�!",4.4,12/4/19,12,Ambr_e,33cl,Anglaise,Beavertown,American Pale Ale ,0.054,Fermentation Haut ,Malt avec houblon l_ger,Le malt et le houblon floral lisse qui se d_placent sans effort ensemble � une finition moyenne,n.a,n.a,Moyenne 
Naughty    &  nice,Biéres Artisanales,Chez Alan ,Canette,Notre Stout de chocolat festif et totalement indulgent. En cannettes et en bouteilles de Champagne en _dition limit_e. Faites-vous plaisir! ,5,13-04-2019,12,Marron fonc_,33cl,Anglaise,Vocation,Stout,0.075,Fermentation Haut ,"Les malts rﾪtis, le chocolat, le caf_, les noix, la m_lasse l_gﾏre, un soupﾍon de fruits noirs et de vanille subtile","Les malts rﾪtis, le chocolat, le cacao, le caf_, les fruits noirs, les noix, la vanille l_gﾏre, un peu de tabac, un soupﾍon de m_lasse et une r_glisse subtile",n.a,n.a,Moyenne 
Pride   & joy,Biéres Artisanales,Chez Alan ,Bouteilles,"Un classique, style am_ricain pale ale. Notre fiert_ et notre joie sont p�les, croustillantes, tr�s Hoppy et aromatiques. Les saveurs de houblon robustes sont stratifi_es sur une dorsale malt_e _quilibr_e. D'abord doux au Palais, Pride & Joy se construit � une amertume g_n_reuse mais propre. Saveurs et ar�mes de mangue, d'agrumes, de pins terrestres, de fruits tropicaux et de myrtilles",4.4,14-04-2019,12,Blonde,33cl,Anglaise,Vocation,American Pale Ale ,0.053,Fermentation Haut ,Ar�me � la mangue et aux agrumes,"Imm_diatement fruit_ et presque doux, c�de la place � un go_t sec et amer",n.a,n.a,Moyenne 
Cannonball      ,Biéres Artisanales,Chez Alan ,Canette,"Boulet de Canon est une bi�re de l'Inde p�le dans la vraie tradition, riche en alcool et massivement saut_ pour survivre � un long voyage en mer. Nous ne voulons pas que vous attendiez, craquez le bouchon et laissez la saveur exploser sur votre palais. Tropicalement fruit_, les houblons r_sineux rivalisent contre une _pine dorsale douce malt_e, tandis qu'une amertume grin�ante se construit � une bouche froncer crescendo. Notre bombe hop pourrait vous exploser",4.4,15-04-2019,12,Ambr_e,33cl,Anglaise,Magic rock,IPA,0.074,Fermentation Haut ," Des saveurs de fruits tropicaux, de houblons r_sineux en comp_tition avec une structure de malt doux",se terminant sur une amertume rauque et progressive,n.a,n.a,Moyenne 
High wire      ,Biéres Artisanales,Chez Alan ,Canette,"Laissez vos papilles se promener dans ce test d'_quilibre. Les saveurs de mangues, de litchis et de pamplemousses s'harmonisent � une base de malt harmonieusement compos_e, qui se d_veloppe en une finition croustillante et am�re. �tes-vous pr�t pour notre corde de go_t.",4,16-04-2019,12,Ambr_e,33cl,Anglaise,Magic rock,Pale Ale,0.055,Fermentation Haut ,"Notes de mangue, de lychee et saveurs de pamplemousse en harmonie avec une base de malt doux"," Bi�re aux accents de la c�te ouest de l'Am_rique, lui octroyant un caract�r r_solument fruit_",am�re et croquante,n.a,Moyenne 
High wire grapfruit,Biéres Artisanales,Chez Alan ,Canette,"Version pamplemousse de haute fil notre hommage aux ales p�les de la c�te ouest de l'Am_rique, Beers unappologetically hop en avant dans le caract�re. Laissez vos papilles se promener dans ce test d'_quilibre. Les saveurs de mangues, de litchis et de pamplemousses s'harmonisent � une base de malt harmonieusement compos_e, qui se d_veloppe en une finition croustillante et am�re. �tes-vous pr�t pour notre corde de go_t",4,17-04-2019,12,Ambr_e,33cl,Anglaise,Magic rock,Pale Ale,0.055,Fermentation Haut ,Pamplemousse,"99,99% d'aromes de pamplemousse naturel. ",n.a,n.a,Moyenne 
Rapture     ,Biéres Artisanales,Chez Alan ,Canette,"Rapture est notre pleine biﾏre rouge Hoppy c_leste. 5 types de malt et 6 types de houblon font pour une exp_rience vraiment exaltante. Les arﾪmes _difiants de pamplemousse et de pin, se combinent avec une orange moelleux et une saveur d'agrumes prononc_e qui est _quilibr_e contre un corps profond_ment riche et malt_. Un fini sec et croustillant vous offre la r_demption de vos papilles gustatives. Notre ALE rouge vous emmﾏnera au ciel et au dos",4,18-04-2019,12,Ambr_e,33cl,Anglaise,Magic rock,Ale,0.046,Fermentation Haut ,"5 types de malts et 6 types de houblons, aux arﾪmes de pamplemousse et de pin, se combinant avec d'autres arﾪmes d'agrumes et d'oranges, en _quilibre avec un corps profond_ment riche et malt_",Une finition sﾏche et croustillante,n.a,n.a,L_gﾏre
Salty kiss      ,Biéres Artisanales,Chez Alan ,Canette,"Une collaboration Brew avec Kissmeyer Beer. Un gose de style allemand traditionnel, parfum_ au groseilles, � l'argousier et au sel de mer. Tarte, l_g�rement aigre, fruit_ et rafra�chissant avec un sal_ d_fini, excellent accompagnement � la nourriture. Coupe du monde de bi�re 2014 or-bi�re de bl_ de fruit",4,19-04-2019,12,Ambr_e,33cl,Anglaise,Magic rock,Gose,0.041,Fermentation Haut ,"Bi�re de type Gose aromatis_e aux fruits, � l'argousier et au sel de mer.","L_g�rement aigre, fruit_e et rafra�chissante avec une salinit_ mod_r_e",n.a,n.a,L_g�re
Common ground,Biéres Artisanales,Chez Alan ,Canette,"Une bi�re de caf_ cors_ et d_cadente, en collaboration avec les bois sombres de la r�tissoire locale. 7 diff_rents malts se combinent avec 7 caf_s diff_rents ajout_s � 3 points diff_rents au cours de la brass_e pour cr_er un caramel sucr_, riche en fruits et en chocolat, accentu_s avec des notes de vanille et de noisette. Une bi�re de caf_ con�ue avec la texture, l'ar�me et la saveur d_licieuse � l'esprit, brass_e pour c_l_brer la localit_ et une philosophie partag_e dans la qualit_ cr_atrice.",4,20-04-2019,12,Noire,33cl,Anglaise,Magic rock,Porter,0.054,n.a,"Caf_ au caf_ au chocolat, aux fruits rouges et noirs, bien que moins que pr_vu","Chocolat, fruits rouges, r_glisse et caf_, encore une fois, moins que pr_vu.",n.a,n.a,Moyenne 
Oatmeal stout,Biéres Artisanales,Chez Alan ,Bouteilles,"Cette belle avoine Stout est sucr_e, facilement buvable et a un c�t_ rafra�chissant � elle. Compar_ � la plupart des stouts c'est un peu plus l_ger que les autres. La lumi�re sur votre palais, ne laisse pas un go_t aigre ou amer sur votre bouche, l'un des meilleurs stouts d'avoine disponibles.",4,21-04-2019,12,Noire,33cl,Anglaise,Fourpure,Sweet Stout,0.051,Fermentation Haut ,"Ar�me mod_r_ de roasty, notes de caf_ froid, notes de chocolat et de cacao","Lumi�re sur ton palais, ne te laisse pas un go_t aigre ou amer",n.a,n.a,Moyenne 
American pale,Biéres Artisanales,Chez Alan ,Bouteilles,"Cette Californie inspir_e est audacieuse mais rafra�chissante. Les houblons cascade, Centennial et Citra contribuent aux saveurs et ar�mes floraux et de houblon d'agrumes, qui sont soutenus par un caract�re malt l_g�rement torr_fi_.",4,22-04-2019,12,Blonde,33cl,Anglaise,Fourpure,American Pale Ale ,0.05,Fermentation Haut ,"Pin, citrus, peau de pamplemousse, malts p�les et houblon.","Houblon, pin, jus, malts p�les, caoutchouc, p�che, mangue, citron - finition tropicale juteuse",n.a,n.a,Moyenne 
Old ford export ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,23-04-2019,12,Noire,33cl,Anglaise,Redchruch,Foreign Stout,0.075,n.a,"Peau d'orange, malts rﾪtis, chocolat au lait et un caf_ laiteux. Sensation de bouche soyeuse, texture moyenne de crﾏme glac_e","Le malt fum_, le malt rﾪti, le chocolat amer, le chocolat au lait, le caf_ laiteux et une peau d'orange amﾏre.",n.a,n.a,Moyenne 
Yellow belly      ,Biéres Artisanales,Chez Alan ,Bouteilles,"Cette biﾏre est brass_e pour c_l_brer toutes les choses nouvelles, ouvertes d'esprit et progressive. Un biscuit de beurre d'arachide Stout sans biscuits, beurre ou noix. Go_tez, appr_ciez, et ne soyez pas l_s_s. 
",8.8,24-04-2019,12,Noire,33cl,Anglaise,Buxton,Imperial Stout,0.11,Fermentation Haut ,"Ar�mes de noisettes grill_es et arachides, suivies par une forte odeur de chocolat et de biscuit sucr_.","Saveurs sucr_es , final cacao amer","la vanille bourbon, la noisette, des notes plus subtils de moka et en fin de bouche l'amertume du chocolat noir.�",n.a,Forte
Trolltunga      ,Biéres Artisanales,Chez Alan ,Bouteilles,"IPA aigre groseille. 
Trolltunga est un rocher saillie en Norv�ge, suspendu � 700 m�tres au-dessus du lac Ringedalsvatnet. Seule la marche prudente le chemin vers le bord m�me. Cette bi�re a _t_ brass_e pour c_l_brer l'amiti_ et un amour des lieux sauvages. 
Une collaboration avec Lervig Aktiebryggeri de Stavanger, Norvﾏge. ",4.4,25-04-2019,12,Blonde,33cl,Anglaise,Buxton,Sour Ale,0.063,Fermentation Haut ,"Arﾪmes de citron, de houblon et de groseilles.","Saveurs d'herbes, de citron, de pamplemousse, d'_pices, de pin et de houblon.","des saveurs d'herbes, de citron, de pamplemousse, d'_pices, de pin et de houblon dans un ensemble amer et acidul_",n.a,Moyenne 
Imperial black   ,Biéres Artisanales,Chez Alan ,Bouteilles,Full-jet cors_-ALE noir avec une t�te p�le-Tan. Ar�mes de houblon frais abondants sugg_rant la pulpe d'agrumes piquante et les fruits de for�t,4.4,26-04-2019,12,Noire,33cl,Anglaise,Buxton,Black IPA,0.075,Fermentation Haut ,Ar�mes de pin et notes chocolat_es,"Saveurs malt_es, de pin et belle amertume finale", l'attaque malt_e et chocolat_e laisse rapidement place � de puissantes saveurs de pin et des notes orang_es. L'amertume finale entrainant une incroyable longueur en bouche rend cette bi�re superbe.,n.a,Moyenne 
Myrcia      ,Biéres Artisanales,Chez Alan ,Bouteilles,"Gruau Hopburst session IPA-brass_e avec 15% d'avoine et 10% de bl_ pour un corps vraiment plein et cr_meux bouche. Tr�s faible amertume, mais saut_ et double Dry-saut_ avec encore plus de houblon ar�me de hache Edge. Bien que Myrcia a _t_ initialement brass_e en mai 2016 comme une collaboration avec nos amis Dry & Bitter, Danemark, cette bi�re est une nouvelle recette pour la lib_ration 2017",4,27-04-2019,12,Blonde,33cl,Anglaise,Buxton,India Pale ale ,0.04,Fermentation Haut ,"Ar�mes de houblon et de fruits comme l'orange, le pin et le citron.","Saveurs de fruits, de pamplemousse, de pin, d'herbes et de citron.","Cr_meuse en bouche avec une tr�s faible amertume, elle est cependant marqu_e par un houblonnage � cru qui lui donne ses ar�mes de houblon et de fruits comme l'orange, le pin et le citron.�
",n.a,L_gﾏre
Nightmare on bolds,Biéres Artisanales,Chez Alan ,Bouteilles,D'_normes saveurs de caf_ et beaucoup de douceur du lactose. Comme une douce et alcoolis_e biﾏre froide!,5,28-04-2019,12,Noire,33cl,Anglaise,Mad hatter brewing company,Milk/Sweet Stout,0.053,n.a,n.a,n.a,Malty / Toffee Roasted / Choc,n.a,Moyenne 
Toxteth Ipa,Biéres Artisanales,Chez Alan ,Bouteilles,"Une IPA classique, avec Simcoe, Amarillo et Centennial houblon.",4.4,29-04-2019,12,Blonde,33cl,Anglaise,Mad hatter brewing company,Ipa,0.065,Fermentation Haute,"fruit_ et fruit_ aux agrumes, au pamplemousse et aux abricots","Malty, go_t houblon avec des notes d'agrumes, de pamplemousse, de fruits tropicaux, de biscuits et d'une amertume citrique _quilibr_e.",n.a,n.a,Moyenne 
Smoky Bacon and banana,Biéres Artisanales,Chez Alan ,Bouteilles,"Un arﾪme _norme de banane vient de la souche de levure, et une saveur l_gﾏre de bacon fum_ est le r_sultat de l'utilisation de malt qui a _t_ fum_ sur des copeaux de chﾐne de rhum baril. L'utilisation judicieuse du houblon Saaz signifie une biﾏre l_gﾏre et _quilibr_e. ",4.4,30-04-2019,12,Blonde,33cl,Anglaise,Mad hatter brewing company,Smoked,0.054,n.a,La banane provient de la souche de levure,La saveur l_gﾏrement fum_e de bacon est le r_sultat de l'utilisation du malt qui a _t_ fum_ sur des copeaux de chantilly,n.a,n.a,Moyenne 
Saison dupont ,Biéres Artisanales,Chez Alan ,Bouteilles,"La saison Dupont est une bi�re de ferme belge classique. C'est une bi�re magnifiquement _quilibr_e et complexe qui a une fruit_ rafra�chissante et une finition longue et s�che. Il est embouteill_ non filtr_ de sorte qu'il peut �tre nuageux ou avoir un l_ger s_diment, mais c'est normal et parfaitement naturel. ",2.8,1/5/19,12,Blonde,33cl,Belgique,Brasserie Dupont,Saison,0.065,Fermentation Haute,"Levure, agrumes, poivre, touche de foin","C_r_ales, levure, _pices","Sucr_e, amertume prononc_e","Moules marini�res, anguilles, cantal",Moyenne 
Triomfbier Vooruit ,Biéres Artisanales,Chez Alan ,Bouteilles,"Ingr_dients: eau, malt d'orge, sirop de bl_, houblon, levure. Du site Web (Google translate from French):  ""a l'occasion de son 100e anniversaire, le Kunstencentrum de Vooruit Gand a souhait_ rappeler l'activit_ de brassage qu'il avait eue au d_but des 1900. Dans ce contexte, la brasserie Dupont a _t_ invit_e � cr_er une bi�re en fonction de leurs souhaits. �tant donn_ le succ�s de cette nouvelle bi�re � l'_v_nement, il a _t_ d_cid_ d'ouvrir la production pour tous les clients. * Bi�re biologique, couleur ambre, s�che et am�re avec une note enfum_e (en particulier la tourbe) dans l'ar�me et le go_t. Cette caract_ristique ph_nolique est obtenue en utilisant un faible pourcentage de malt sp_cialement s_ch_ avec de la tourbe _cossaise (whisky malt).  """,3.3,2/5/19,12,Ambr_e,33cl,Belgique,Brasserie Dupont,Smoked,0.06,Fermentation Haute,"la levure, les houblons, l�orange, l�abricot, le pain, l_g�rement fum_.","La bouche est fra�che, gouleyante sur le biscuit et le fruit (orange, banane). Peu d�amertume ! Une ""smoked"" qui ne go_te pas le cochon fum_ !",n.a,n.a,Moyenne 
Monk stout dupont,Biéres Artisanales,Chez Alan ,Bouteilles,"C'est une bi�re d_j� brass_e dans les ann_es 1950 par Dupont brasseries. Comme Dupont a une capacit_ de fermentation suppl_mentaire maintenant, Olivier a le luxe d'_laborer de nouvelles bi�res, ou de recr_er quelques vieilles sp_cialit_s. Il y avait deux versions d'essai de la Stout de Monk, les deux � 5,2% abv. L'un _tait sec et r�ti, et un autre est dit �tre un peu plus arrondi. Le Stout de Monk est disponible en bouteilles 33cl et en f_ts de 20 litres en Belgique. ",3.3,3/5/19,12,Noire,33cl,Belgique,Brasserie Dupont,Stout,0.052,Fermentation Haute,"Chocolat, malts torr_fi_s","Chocolat, caf_",S�che et am�re,"Aiguillettes de poulet � l'orange, comt_, cake aux fruits confits",Moyenne 
Xxx bitter    ,Biéres Artisanales,Chez Alan ,Bouteilles,Production limit_e de f_ts et de bouteilles 75cl. � ne pas confondre avec la r_guli�re XX amer. ,2.8,4/5/19,12,Blonde,33cl,Belgique,Brouwerij De Ranke, Belgian pale ale ,0.06,n.a,"Ar�mes de malt, de levure, de poivre, d'herbes et de houblon","Saveurs d'agrumes, de houblon, de malt, d'_pices, d'herbes et de levure.",n.a,n.a,Moyenne 
Carolus ambrio,Biéres Artisanales,Chez Alan ,Bouteilles,"Gouden Carolus Ambrio est aromatiquement brass_e selon l'ancienne recette du Bruynen Mechelschen. Ambrio est une ale'Amber'brass_e avec'brio'. Cette biﾏre blanche de haute fermentation trouve son origine dans la biﾏre traditionnelle de la ville de Malines. Comme chaque ville avait sa propre biﾏre typique, les Mechelenians bu leur biﾏre ambre:  ""Mechelschen Bruynen "" pour des centaines d'ann_es.",3.1,5/5/19,12,Ambr_e,33cl,Belgique,Brouwerij Het Anker,Belgain Forte Ale,0.08,n.a,"Fruits m_rs, caramel, _pices, herbes, caf_",,"Amertume peu prononc_e, ensemble relativement sucr_",,Forte 
Carolus classic,Biéres Artisanales,Chez Alan ,Bouteilles,"Het Anker Brewery Brews toujours  ""la bi�re de l'empereur "" qui est en haut ferment_s et conditionn_s en bouteille selon les m_thodes traditionnelles. Sa haute gravit_ (O.G. 1080-85) allie la chaleur du vin et la fra�cheur de la bi�re. Gouden Carolus est l'une des bi�res les plus fortes et les plus excitantes au monde. Apr�s maturation prolong_e et le conditionnement, il est embouteill_e non filtr_e, donnant une bi�re qui est riche en vitamines et 100% naturel. Gouden Carolus a un stockage illimit_ (il s'am_liore m�me avec l'�ge) et vous charmera avec sa couleur cuivr_e chaude et son bouquet riche",3.1,6/5/19,12,Brune,33cl,Belgique,Brouwerij Het Anker,Belgian Dark Ale,0.085,n.a,n.a,"Epices, r_glisse","Tr�s douce, l_g�rement sucr_e et pas am�re",,Forte
Abt 12 ,Biéres Artisanales,Chez Alan ,Bouteilles,"Le St. Bernardus ABT 12 est la fiert_ de notre _curie, le nec plus ultra de notre brasserie. Abbey ALE brass_e dans le style classique'Quadrupel'de la meilleure bi�re de l'abbaye de Belgique. Fonc_ avec une t�te pleine, ivoire de couleur. Il a un ar�me fruit_, plein de saveurs complexes et excelle en raison de sa longue finition douce-am�re avec une morsure Hoppy. Mondialement vu comme l'une des meilleures bi�res au monde. C'est une bi�re tr�s _quilibr_e, avec un go_t cors_ et un _quilibre parfait entre Malty, amer et sucr_. Une des recettes originales des jours de licence-brassage pour les moines trappistes de Westvleteren",3.3,7/5/19,12,Brune,33cl,Belgique,St. Bernardus Brouwerij,Ale,0.1,Fermentation Haute,"Fruits, caramel","R_glisse, chocolat, pruneau","Sucr_e, sensation de fruits noirs � l'eau de vie",,Forte
Tripel,Biéres Artisanales,Chez Alan ,Bouteilles,"Cette bi�re, � haute fermentation, a une couleur ambre p�le et un go_t fleuri et fruit_ avec un _quilibre harmonieux entre aigre-doux (8% d'alcool). Cette bi�re a une mousse _paisse et vive et frappe par son go_t _quilibr_ avec une d_licate amertume.",3.3,8/5/19,12,Ambr_e,33cl,Belgique,St. Bernardus Brouwerij,Abbey Triple,0.08,Fermentation Haute,"Banane, vanille, zeste de citron, clous de girofle et une touche de groseille",Go_t fruit_ avec un _quilibre harmonieux entre doux et aigre (8% d'alcool).,n.a,n.a,Forte
Wit,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.3,9/5/19,12,Blonde,33cl,Belgique,St. Bernardus Brouwerij,Witbier,0.05,Fermentation Haute,�picer d'abord et avant tout les fruits aux pommes et aux agrumes. Il y a une finition de sirop doux et de sucr_ sucr_.,Le go_t a le front d'agrumes tarte suivi avec du poivre sur une base de malt doux. Le palais est doux laissant un peu d'huile sur les l�vres,n.a,n.a,Moyenne 
Brusseleir,Biéres Artisanales,Chez Alan ,Bouteilles,"Puissante et complexe, la Brusseleir se distingue par son riche caract�re malt_ et ses notes l_g�rement chocolat_es. Elle titre 8 % d�alc. ",3.3,10/5/19,12,Noire,33cl,Belgique,Brasserie de la Senne,Black IPA,0.08,Fermentation Haute,"Malts torr_fi_s, fruits secs, houblon vert","Chocolat, caf_, vanille",Amertume peu prononc_e,"Viande rouge grill_e, r�ti de sanglier, tarte au chocolat",Forte
Jambe de bois,Biéres Artisanales,Chez Alan ,Bouteilles,"Donn_ comme le tripel le plus amer en Belgique, avec 49 UER. Aucun N_erlandais n'a _t_ bless_ dans la fabrication de cette bi�re. 18,3 �",3.3,11/5/19,12,Blonde,33cl,Belgique,Brasserie de la Senne,Triple,0.08,Fermentation Haute,"Grains, agrumes, _pices, herbes fra�ches","C_r_ales, herbes, _pices",Finale am�re et houblonn_e,"Viande blanche, mousse au chocolat",Forte 
Zinnebir,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.3,12/5/19,12,Blonde,33cl,Belgique,Brasserie de la Senne,n.a,0.058,Fermentation Haute,Parfum intensif fruit_,"Mauvaise, avec une amertume fine et un long arriﾏre-go_t",,n.a,Moyenne 
Schieve tabernak,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.3,13-05-2019,12,,33cl,Belgique,Brasserie de la Senne,Ale,0.065,,,,,,Moyenne 
Taras boulba,Biéres Artisanales,Chez Alan ,Bouteilles,"Taras Boulba est la bi�re de session parfaite - charg_e de saveurs complexes de levure, saut_ � la perfection, et aussi potable que n'importe quelle bi�re que vous avez jamais essay_e. � 4,5% d'alcool, il est construit pour �tre buvable - nous vous sugg_rons de l'acheter au cas.",3.3,14-05-2019,12,Blonde,33cl,Belgique,Brasserie de la Senne,Pale Ale,0.045,Fermentation Haute,"Herbes fra�ches, fleurs, citron vert, mandarine","Epices, citron, caramel, houblon herbeux",Amertume pr_sente,"Croquettes aux crevettes, fish and chips, saumon � la vapeur, cr�me br_l_e � la mandarine",L_g�re
Bruxellensis,Biéres Artisanales,Chez Alan ,Bouteilles,"Bouteille de 4 mois r_f_renc_e avec 100% de levure Brettanomyces de Bruxelles. Ambre color_ aux reflets cuivr_s, trﾏs fruit_ (ananas et fruits rouges), soutenu par des arﾪmes de houblon et des notes complexes de vieux cuir. Malgr_ sa teneur de 6,5%, sa finale sﾏche et amﾏre en fait une _tonnante boisson d_salt_rante.",4,15-05-2019,12,Ambr_e,33cl,Belgique,Brasserie de la Senne,n.a,0.065,n.a," trﾏs fruit_e (ananas et fruits rouges), soutenue par des arﾪmes de houblon et des notes complexes de vieux cuir",sa finale sﾏche et amﾏre la rend _tonnamment d_salt_rante.,n.a,n.a,Moyenne 
Export,Biéres Artisanales,Chez Alan ,Bouteilles,"De couleur chocolat noir presque noire. Nez: musqu_, l_g�rement sucr_ et _pic_, beaucoup de chocolat, de caf_ et quelques notes de noisette en bouche se m�lent � des notes de r_glisse. Tr�s anim_ sur la langue! Il se termine par une explosion s�che de saveurs d'espresso noir.

Notes sp_ciales d'exportation de Stout:
Malts: Malts grill_s, malt au chocolat, malt p�le, malt au caramel
Houblon: P_pite; Levure: De Dolle Arabier levure; D'autres: sucre candi fonc_
Alc./vol .: 8,0% Orig. Gravit_: 1087
IBU: 50 EBC: 190",4.4,16-05-2019,12,Noire,33cl,Belgique,DE dolle,Foreign Stout,0.09,n.a,"Musqu_, l_gﾏrement sucr_ et _pic_, beaucoup de chocolat, de caf_ et quelques notes de noisette",Entremﾐler avec des notes de r_glisse. Trﾏs anim_ sur la langue! Il finit par une explosion sﾏche de saveurs espresso noir.,n.a,n.a,Forte 
Bacchus Frambozenbier ,Biéres Artisanales,Chez Alan ,Bouteilles,"Van Honsebrouck est une brasserie familiale situ_e en Flandre occidentale, en Belgique. Il fait une gamme si bi�res y compris Bacchus, une bi�re dans le style local de la r_gion. C'est sur cette bi�re que repose la kriek et la framboise, une bi�re fruit_e haut de gamme pour laquelle la Belgique est r_put_e. Emball_ � la main et pr_sent_ dans des demi-bouteilles de champagne. C'est une bi�re remarquable.",4,17-05-2019,12,Brune,33cl,Belgique,Brouwerij Van Honsebrouck,Rouge des Flandres,0.05,Fermentation Haute,Framboise,"Framboise, fruits des bois","L_g�rement bois_e, acidul_e, l_g�rement sucr_e","Dessert au chocolat, ap_ritif",Moyenne 
